movie_title,title_year,duration,color,num_critic_for_reviews,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,language,country,content_rating,budget,imdb_score,aspect_ratio,g1,g2,g3,g4,g5,g6,g7,g8,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26
The Secret of Kells ,2009,75,Color,118,45,61,5,4,686383,22811,75,0,71,English,France,Not Rated,6500000,7.7,1.85,Adventure,Animation,Family,Fantasy,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Begin Again ,2013,104,Color,283,109,480,12,7,16168741,99430,517,1,182,English,USA,R,8000000,7.4,1.85,Drama,Music,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Down in the Valley ,2005,108,Color,74,12,2000,844,710,568695,16617,3921,2,110,English,USA,R,8000000,6.5,2.35,Drama,Romance,Thriller,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brooklyn Rules ,2007,99,Color,41,30,480,257,209,398420,5049,1234,3,48,English,USA,R,8000000,6.4,2.35,Crime,Drama,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Restless ,2012,180,Color,17,0,3000,2000,844,,2098,6343,2,12,English,UK,,,7.2,16,Drama,Romance,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Singing Detective ,2003,109,Color,66,200,21000,18000,1000,336456,7116,41645,2,79,English,USA,R,8000000,5.6,1.85,Comedy,Crime,Musical,Mystery,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Land Girls ,1998,111,Color,36,2,735,306,227,146083,1591,1378,3,27,English,UK,R,,6.3,2.35,Drama,Romance,War,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fido ,2006,93, Black and White,140,8,553,177,33,298110,25055,786,1,98,English,Canada,R,8000000,6.8,2.35,Comedy,Drama,Horror,Sci-Fi,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Wendell Baker Story ,2005,99,Color,32,387,8000,489,399,127144,5159,9608,4,27,English,USA,PG-13,8000000,5.5,2.35,Comedy,Drama,Romance,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wild Target ,2010,98,Color,68,36,10000,692,405,117190,29994,11770,4,86,English,UK,PG-13,8000000,6.9,2.35,Action,Comedy,Crime,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pathology ,2008,95,Color,79,3,905,513,448,108662,26849,3185,0,107,English,USA,R,8000000,6,2.35,Crime,Horror,Thriller,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wuthering Heights             ,,142,Color,9,,27000,698,427,,6053,29196,2,33,English,UK,,,7.7,,Drama,Romance,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10th & Wolf ,2006,107,Color,26,53,954,551,463,53481,5557,2512,5,34,English,USA,R,8000000,6.4,2.35,Crime,Drama,Thriller,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dear Wendy ,2004,102,Color,100,346,947,526,488,23106,9003,2572,0,58,English,Italy,Unrated,50000000,6.6,1.66,Comedy,Crime,Drama,Romance,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aloft ,2014,97,Color,56,43,144,63,47,52961,2103,326,1,11,English,Spain,R,8000000,5.3,2.35,Drama,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akira ,1988,124,Color,150,78,6,5,4,439162,106160,28,0,430,Japanese,Japan,R,1100000000,8.1,1.85,Action,Animation,Sci-Fi,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Death and Life of Bobby Z ,2007,97,Color,30,17,23000,10000,1000,,12078,37457,2,31,English,USA,R,22000000,5.9,2.35,Action,Crime,Thriller,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Rocket: The Legend of Rocket Richard ,2005,124,Color,20,2,413,265,23,,4412,733,0,31,French,Canada,PG,8000000,7.7,2.35,Biography,Drama,Sport,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swelter ,2014,96,Color,21,2,31000,920,600,,1965,33858,6,24,English,USA,R,8000000,4.6,,Action,Crime,Drama,Thriller,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Lucky Star ,2013,114,Color,11,29,163,20,11,50000,322,219,2,2,Chinese,China,,,5.1,2.35,Action,Adventure,Comedy,Romance,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Imagine Me & You ,2005,90,Color,85,21,186,119,112,671240,23023,619,0,149,English,UK,R,7900000,6.9,2.35,Comedy,Drama,Romance,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mr. Church ,2016,104,Color,5,78,502,206,189,,63,1546,0,5,English,USA,PG-13,8000000,8,2.35,Drama,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swimming Pool ,2003,102,Color,160,341,844,521,15,10105505,35065,1389,0,288,English,France,R,,6.8,1.85,Crime,Drama,Mystery,Thriller,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Green Street 3: Never Back Down ,2013,93,Color,25,16,1000,524,376,,3740,2284,2,13,English,UK,R,,5.4,2.35,Action,Drama,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Blood of Heroes ,1989,90,Color,21,73,848,643,26,882290,4792,1526,2,43,English,Australia,R,10000000,6.5,1.33,Action,Sci-Fi,Sport,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Code of Honor ,2016,106,Color,15,155,981,505,391,,662,2741,0,14,English,USA,R,8000000,4.2,,Action,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Driving Miss Daisy ,1989,99,Color,61,78,11000,509,325,106593296,72324,12619,1,134,English,USA,PG,7500000,7.4,1.85,Comedy,Drama,Family,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Soul Food ,1997,115,Color,34,88,1000,1000,890,43490057,5275,4737,6,30,English,USA,R,7500000,6.9,1.85,Comedy,Drama,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rumble in the Bronx ,1995,89,Color,62,7,186,147,36,32333860,29843,407,1,81,Cantonese,Hong Kong,R,7500000,6.7,2.35,Action,Comedy,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Far from Men ,2014,101,Color,102,2,10000,154,40,,4035,10218,0,19,French,France,,7700000,7.3,2.35,Drama,War,Western,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thank You for Smoking ,2005,92,Color,239,655,24000,829,88,24792061,191998,25092,0,323,English,USA,R,6500000,7.6,2.35,Comedy,Drama,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hostel: Part II ,2007,94,Color,252,0,1000,683,658,17544812,69989,4707,0,384,English,USA,R,10000000,5.4,2.35,Horror,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
An Education ,2009,100,Color,278,92,3000,766,221,12574715,112138,4198,0,237,English,UK,PG-13,4500000,7.3,2.35,Drama,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shopgirl ,2005,106,Color,124,14,827,545,161,10281585,21225,1871,3,268,English,USA,R,,6.4,2.35,Drama,Romance,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hotel New Hampshire ,1984,109,Color,9,62,584,552,518,5100000,6595,2024,0,61,English,UK,R,7500000,6,1.85,Comedy,Drama,Romance,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narc ,2002,105,Color,127,248,673,466,147,10460089,34098,1442,1,214,English,USA,R,7500000,7.2,1.85,Crime,Drama,Mystery,Thriller,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Men with Brooms ,2002,102,Color,9,329,611,329,280,4239767,3709,1834,3,83,English,Canada,R,7500000,6,1.85,Comedy,Drama,Romance,Sport,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Witless Protection ,2008,97,Color,35,18,834,749,742,4131640,5463,4091,2,20,English,USA,PG-13,7500000,3.1,1.85,Comedy,Crime,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Work and the Glory ,2004,118,Color,6,0,373,266,249,3347439,833,1233,1,33,English,USA,PG,7500000,6.9,,Drama,Romance,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Extract ,2009,92,Color,192,406,24000,15000,968,10814185,37530,41867,6,106,English,USA,R,8000000,6.2,1.85,Comedy,Crime,Romance,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Masked and Anonymous ,2003,112,Color,51,119,12000,844,844,533344,3972,15396,0,95,English,USA,PG-13,,5.5,1.85,Comedy,Drama,Music,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alias Betty ,2001,103,Color,38,27,71,59,59,206400,1439,262,0,26,French,France,,50000000,6.9,,Comedy,Crime,Drama,Romance,Thriller,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Code 46 ,2003,93,Color,133,187,631,163,158,197148,18109,1176,0,150,English,UK,R,7500000,6.3,2.35,Drama,Romance,Sci-Fi,Thriller,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Outside Bet ,2012,101,Color,4,22,5000,659,447,,243,7206,3,3,English,UK,,7500000,4.8,,Comedy,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crash ,2004,115,Color,287,549,3000,912,911,54557348,361169,5732,0,1624,English,Germany,R,6500000,7.9,2.35,Crime,Drama,Thriller,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albert Nobbs ,2011,113,Color,222,127,3000,415,373,3014541,19616,4370,3,98,English,UK,R,8000000,6.7,2.35,Drama,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black November ,2012,95,Color,6,20,262,65,36,,385,409,3,4,English,Nigeria,,7500000,5.6,,Action,Crime,Drama,Thriller,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ta Ra Rum Pum ,2007,153,Color,16,5,532,249,60,872643,2909,902,3,37,Hindi,USA,,6000000,5.4,,Comedy,Family,Romance,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Persepolis ,2007,89,Color,242,10,963,545,106,4443403,70194,1754,0,158,French,France,PG-13,7300000,8,1.85,Animation,Biography,Drama,War,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hole ,2009,92,Color,147,287,844,708,664,,19157,4099,2,69,English,USA,PG-13,12000000,5.7,1.85,Adventure,Fantasy,Thriller,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Wave ,2008,107,Color,93,23,287,150,93,,80639,635,0,96,German,Germany,,5000000,7.6,2.35,Drama,Thriller,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Neon Demon ,2016,118,Color,253,0,18000,860,500,1330827,9866,19879,2,73,English,France,R,7000000,7,2.35,Horror,Thriller,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry Brown ,2009,97,Color,224,12,788,698,641,1818681,74435,2486,1,224,English,UK,R,7300000,7.2,2.35,Action,Crime,Drama,Thriller,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spider-Man 3 ,2007,156,Color,392,0,24000,11000,4000,336530303,383071,46055,0,1902,English,USA,PG-13,258000000,6.2,2.35,Action,Adventure,Romance,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Omega Code ,1999,100,Color,39,0,488,488,440,12610552,4682,2428,0,206,English,USA,PG-13,7500000,3.5,1.37,Action,Adventure,Fantasy,Sci-Fi,Thriller,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juno ,2007,96,Color,387,655,24000,3000,973,143492840,414335,28817,0,881,English,USA,PG-13,7500000,7.5,1.85,Comedy,Drama,Romance,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pound of Flesh ,2015,104,Color,36,249,294,284,96,,4099,835,0,29,English,Canada,R,7500000,5.1,1.85,Action,Thriller,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diamonds Are Forever ,1971,120,Color,120,82,244,177,175,43800000,74249,1105,2,276,English,UK,GP,7200000,6.7,2.35,Action,Adventure,Thriller,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Godfather ,1972,175,Color,208,0,14000,10000,3000,134821952,1155770,28122,1,2238,English,USA,R,6000000,9.2,1.85,Crime,Drama,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flashdance ,1983,95,Color,51,213,225,174,92,94900000,35172,791,0,128,English,USA,R,4000000,6.1,1.85,Drama,Music,Romance,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500 Days of Summer ,2009,95,Color,331,464,23000,17000,11000,32391374,376600,54075,43,494,English,USA,PG-13,7500000,7.7,2.35,Comedy,Drama,Romance,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Piano ,1993,121,Color,83,319,1000,18,11,40158000,63931,1051,1,241,English,New Zealand,R,7000000,7.6,1.85,Drama,Music,Romance,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magic Mike ,2012,110,Color,324,0,17000,15000,11000,113709992,108843,46646,1,281,English,USA,R,7000000,6.1,2.35,Comedy,Drama,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darkness Falls ,2003,96,Color,140,474,1000,970,82,32131483,25870,2212,0,369,English,USA,PG-13,11000000,4.9,2.35,Horror,Mystery,Thriller,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Live and Let Die ,1973,121,Color,136,82,581,547,189,35400000,74957,1865,3,251,English,UK,PG,7000000,6.8,1.66,Action,Adventure,Thriller,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Dog Skip ,2000,95,Color,79,13,1000,934,430,34099640,16651,2515,0,149,English,USA,PG,5000000,7,1.37,Drama,Family,Sport,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Definitely, Maybe ",2008,112,Color,160,20,16000,109,61,31973840,127760,16289,5,168,English,Germany,PG-13,,7.2,2.35,Comedy,Drama,Romance,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jumping the Broom ,2011,112,Color,52,70,1000,912,826,37295394,7973,5959,8,59,English,USA,PG-13,6600000,5.7,1.85,Comedy,Drama,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Great Gatsby ,2013,143,Color,490,1000,29000,509,76,144812796,362933,29769,4,753,English,Australia,PG-13,105000000,7.3,2.35,Drama,Romance,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Good Night, and Good Luck. ",2005,93, Black and White,351,0,21000,650,566,31501218,84070,22745,0,526,English,USA,PG,7500000,7.5,1.85,Biography,Drama,History,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capote ,2005,110,Color,271,152,22000,68,27,28747570,100571,22140,1,416,English,Canada,R,7000000,7.4,2.35,Biography,Crime,Drama,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desperado ,1995,104,Color,93,0,16000,12000,4000,25625110,138707,33758,0,202,English,USA,R,7000000,7.2,1.85,Action,Crime,Thriller,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Claim ,2000,115,Color,71,187,14000,900,887,403932,5254,17104,4,92,English,UK,R,20000000,6.5,2.35,Drama,Romance,Western,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Logan's Run ,1976,119,Color,112,23,1000,659,440,25000000,39847,2951,1,242,English,USA,PG,9000000,6.8,2.35,Action,Adventure,Sci-Fi,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Man with the Golden Gun ,1974,125,Color,118,82,16000,387,244,21000000,73950,17611,3,258,English,UK,PG,13000000,6.8,1.66,Action,Adventure,Thriller,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action Jackson ,1988,96,Color,35,22,1000,841,794,20257000,7569,5282,2,65,English,USA,R,7000000,5.2,1.85,Action,Comedy,Crime,Thriller,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Descent ,2005,100,Color,342,197,513,239,159,26005908,154938,1379,0,1100,English,UK,R,3500000,7.2,2.35,Adventure,Horror,Thriller,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Jordan to the Max ,2000,46,Color,14,0,13000,366,69,18642318,1723,13448,0,13,English,USA,,,7.5,1.44,Documentary,Sport,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Devil's Due ,2014,89,Color,137,14,971,479,270,15818967,13913,2517,0,120,English,USA,R,7000000,4,1.85,Horror,Mystery,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flirting with Disaster ,1996,92,Color,50,737,718,524,380,14891000,15088,2240,3,105,English,USA,R,7000000,6.8,1.85,Comedy,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Devil's Rejects ,2005,109,Color,261,0,1000,649,597,16901126,76267,3544,0,687,English,USA,R,7000000,6.9,1.85,Crime,Horror,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dope ,2015,103,Color,180,44,637,256,190,17474107,56605,1342,3,89,English,USA,R,7000000,7.3,2.35,Comedy,Crime,Drama,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
In Too Deep ,1999,95,Color,28,48,1000,865,826,14003141,4598,4837,1,29,English,USA,R,7000000,6.1,2.35,Crime,Drama,Thriller,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skyfall ,2012,143,Color,750,0,883,563,393,304360277,522048,2039,0,1498,English,UK,PG-13,200000000,7.8,2.35,Action,Adventure,Thriller,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
House of 1000 Corpses ,2003,105, Black and White,202,0,1000,340,303,12583510,60709,2444,0,922,English,USA,R,7000000,6,1.85,Horror,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alien Zone ,1978,79,Color,8,0,246,29,23,,440,345,0,21,English,USA,PG,350000,4.1,,Horror,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Serious Man ,2009,106,Color,341,1000,816,105,98,9190525,102125,1120,1,324,English,USA,R,7000000,7,1.85,Comedy,Drama,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Get Low ,2009,100,Color,160,11,13000,3000,970,9176553,19147,19330,1,97,English,USA,PG-13,7500000,7.1,2.35,Drama,Mystery,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warlock ,1989,103,Color,31,49,687,554,304,9094451,11668,1990,0,79,English,USA,R,7000000,6.2,1.85,Action,Fantasy,Horror,Thriller,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beyond the Lights ,2014,116,Color,71,107,893,664,658,14612840,11191,3110,1,37,English,USA,PG-13,7000000,6.9,,Drama,Music,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Single Man ,2009,99,Color,281,192,14000,343,292,9166863,83182,14816,2,247,English,USA,R,7000000,7.6,2.35,Drama,Romance,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Last Temptation of Christ ,1988,164,Color,114,17000,883,618,159,8373585,39680,1934,0,308,English,USA,R,7000000,7.6,1.85,Drama,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Outside Providence ,1999,96,Color,72,30,761,412,407,7292175,7736,2018,3,100,English,USA,R,7000000,6.4,1.85,Comedy,Drama,Romance,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bride & Prejudice ,2004,122,Color,119,98,729,579,397,6601079,17436,2321,1,276,English,UK,PG-13,7000000,6.2,2.35,Comedy,Drama,Musical,Romance,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rabbit-Proof Fence ,2002,94,Color,74,176,116,93,46,6165429,23486,312,1,249,Aboriginal,Australia,PG,6000000,7.5,2.35,Adventure,Biography,Drama,History,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Who's Your Caddy? ,2007,93,Color,25,70,692,585,442,5694308,13815,3128,0,46,English,USA,PG-13,7000000,2,1.85,Comedy,Sport,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Split Second ,1992,96,Color,39,6,206,192,38,5430822,8391,493,0,75,English,UK,R,7000000,6.2,1.85,Action,Crime,Horror,Sci-Fi,Thriller,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nikita             ,,60,Color,27,,787,485,346,,42402,2352,1,83,English,USA,,,7.7,16,Action,Crime,Drama,Thriller,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Other Side of Heaven ,2001,113,Color,27,7,11000,43,35,4720371,3203,11116,2,85,English,USA,PG,7000000,6.5,1.85,Adventure,Biography,Drama,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Veer-Zaara ,2004,192,Color,29,147,8000,860,397,2921738,34449,9984,0,119,Hindi,India,,7000000,7.9,2.35,Drama,Musical,Romance,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Redbelt ,2008,99,Color,158,342,1000,518,501,2344847,18561,2158,0,119,English,USA,R,7000000,6.8,2.35,Drama,Sport,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyrus ,2010,91,Color,223,157,490,259,224,7455447,29967,1136,2,126,English,USA,R,7000000,6.3,1.85,Comedy,Drama,Romance,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Dog of Flanders ,1999,100,Color,25,0,655,476,359,2148212,781,1906,0,20,English,USA,PG,7000000,6.3,1.85,Drama,Family,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auto Focus ,2002,105,Color,97,261,783,658,617,2062066,11387,2684,3,147,English,USA,R,7000000,6.6,1.85,Biography,Crime,Drama,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Factory Girl ,2006,99,Color,117,60,4000,787,628,1654367,18355,6526,0,106,English,USA,R,7000000,6.4,1.85,Biography,Drama,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
We Need to Talk About Kevin ,2011,112,Color,389,159,3000,294,77,1738692,95529,3547,0,301,English,UK,R,7000000,7.5,2.35,Drama,Thriller,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
